lzop 1.04-3
m4 1.4.19-3
mailcap 2.1.54-1
make 4.4.1-2
man-db 2.12.1-1
mangohud 0.7.1-1
mbedtls 3.5.2-1
md4c 0.5.2-1
mdadm 4.3-2
media-player-info 24-2
mesa 1:24.0.5-1
mesa-utils 9.0.0-4
mesa-vdpau 1:24.0.5-1
meson 1.4.0-2
milou 6.0.4-1
minecraft-launcher 1:1.0.1221-1
minecraft-launcher-debug 1:1.0.1221-1
minizip 1:1.3.1-1
mjpegtools 2.2.1-2
mkinitcpio 38.1-1
mkinitcpio-busybox 1.36.1-1
mobile-broadband-provider-info 20230416-1
modemmanager 1.22.0-1
modemmanager-qt 6.1.0-1
moonlight-qt 5.0.1-1
moonlight-qt-debug 5.0.1-1
mpfr 4.2.1-2
mpg123 1.32.5-1
mplayer-vaapi 36265-20
mplayer-vaapi-debug 36265-20
msr-tools 1.3-4
mtdev 1.1.6-2
mtools 1:4.0.43-1
multipath-tools 0.9.8-1
nano 7.2-1
ncompress 5.0-2
ncurses 6.4_20230520-2
ndctl 78-1
neofetch 7.1.0-2
neon 0.33.0-1
netpbm 10.86.41-1
netstandard-targeting-pack 8.0.4.sdk104-1
nettle 3.9.1-1
networkmanager 1.46.0-2
networkmanager-qt 6.1.0-1
nftables 1:1.0.9-1
nilfs-utils 2.2.11-1
ninja 1.11.1-3
nlohmann-json 3.11.2-2
node-gyp 10.1.0-2
nodejs 21.7.3-1
nodejs-nopt 7.2.0-1
notepadqq 2.0.0beta-1
noto-fonts 1:24.4.1-1
noto-fonts-cjk 20230817-1
noto-fonts-emoji 1:2.042-1
nouveau-fw 340.108-1
npm 10.5.2-1
npth 1.7-1
nspr 4.35-2
nss 3.99-1
ntfs-3g 2022.10.3-1
numactl 2.0.18-1
nvidia-dkms 550.76-2
nvidia-settings 550.67-1
nvidia-utils 550.76-2
nvm 0.39.7-1
obs-studio 30.1.1-1
ocean-sound-theme 6.0.4-1
ocl-icd 2.3.2-1
oniguruma 6.9.9-1
openal 1.23.1-1
openbsd-netcat 1.226_1-2
opencore-amr 0.1.6-1
openexr 3.2.4-1
openjpeg2 2.5.2-1
openssh 9.7p1-1
openssl 3.2.1-1
openssl-1.1 1.1.1.w-1
opentabletdriver 0.6.4.0-4
openvr 2.2.3-1
optimus-manager 1.5-4
optimus-manager-qt 1.6.9-2
optimus-manager-qt-debug 1.6.9-2
opus 1.5.2-1
opusfile 0.12-3
orc 0.4.38-1
osinfo-db 20231215-1
osu-lazer 2024.412.1-2
osu-lazer-debug 2024.412.1-2
otf-aurulent-nerd 3.2.1-1
otf-codenewroman-nerd 3.2.1-1
otf-comicshanns-nerd 3.2.1-1
otf-commit-mono-nerd 3.2.1-1
otf-droid-nerd 3.2.1-1
otf-firamono-nerd 3.2.1-1
otf-geist-mono-nerd 3.2.1-1
otf-hasklig-nerd 3.2.1-1
otf-hermit-nerd 3.2.1-1
otf-monaspace-nerd 3.2.1-1
otf-opendyslexic-nerd 3.2.1-1
otf-overpass-nerd 3.2.1-1
oxygen 6.0.4-1
oxygen-sounds 6.0.4-1
p11-kit 0.25.3-1
p7zip 1:17.05-2
pacman 6.1.0-3
pacman-contrib 1.10.5-1
pacman-mirrorlist 20231001-1
pahole 1:1.26-1
pam 1.6.1-2
pambase 20230918-1
pango 1:1.52.2-1
pangomm 2.46.4-1
parsec-bin 150_86e-6
parted 3.6-1
passim 0.1.7-1
patch 2.7.6-10
pciutils 3.12.0-1
pcre 8.45-4
pcre2 10.43-3
pcsclite 2.1.0-2
perl 5.38.2-1
perl-error 0.17029-5
perl-libintl-perl 1.33-2
perl-mailtools 2.21-7
perl-timedate 2.33-5
pfetch 0.6.0-3
phodav 3.0-2
phonon-qt6 4.12.0-4
phonon-qt6-vlc 0.12.0-2
pinentry 1.3.0-1
pipewire 1:1.0.5-1
pipewire-alsa 1:1.0.5-1
pipewire-audio 1:1.0.5-1
pipewire-jack 1:1.0.5-1
pipewire-pulse 1:1.0.5-1
pipewire-session-manager 1:1.0.5-1
pixman 0.43.4-1
pkgconf 2.1.1-1
plasma-activities 6.0.4-1
plasma-activities-stats 6.0.4-1
plasma-browser-integration 6.0.4-1
plasma-desktop 6.0.4-1
plasma-disks 6.0.4-1
plasma-firewall 6.0.4-1
plasma-integration 6.0.4-1
plasma-meta 6.0-2
plasma-nm 6.0.4-1
plasma-pa 6.0.4-1
plasma-systemmonitor 6.0.4-1
plasma-thunderbolt 6.0.4-1
plasma-vault 6.0.4-1
plasma-welcome 6.0.4-1
plasma-workspace 6.0.4-1
plasma-workspace-wallpapers 6.0.4-1
plasma5support 6.0.4-1
pnpm 8.15.2-2
polkit 124-2
polkit-kde-agent 6.0.4-1
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
poppler 24.03.0-1
poppler-data 0.4.12-1
poppler-qt6 24.03.0-1
popt 1.19-1
portaudio 1:19.7.0-2
potrace 1.16-3
powerdevil 6.0.4-1
ppp 2.5.0-3
premid 2.3.4-1
premid-debug 2.3.4-1
print-manager 1:6.0.4-1
prison 6.1.0-1
procps-ng 4.0.4-3
protobuf 25.3-3
protobuf-c 1.5.0-2
psmisc 23.7-1
pulse-native-provider 1:1.0.5-1
purpose 6.1.0-1
python 3.11.8-1
python-attrs 23.2.0-1
python-autocommand 2.2.2-4
python-babel 2.14.0-1
python-beautifulsoup4 4.12.3-1
python-build 1.2.1-1
python-cairo 1.26.0-1
python-certifi 2024.02.02-1
python-cffi 1.16.0-1
python-charset-normalizer 3.3.2-1
python-colorama 0.4.6-2
python-contourpy 1.2.1-1
python-cryptography 42.0.5-1
python-cycler 0.12.1-1
python-dateutil 2.9.0-3
python-decorator 5.1.1-3
python-distro 1.9.0-1
python-docutils 1:0.20.1-2
python-evdev 1.7.0-2
python-fastjsonschema 2.19.1-1
python-fonttools 4.51.0-1
python-gbinder 1.1.2-1
python-gbinder-debug 1.1.2-1
python-gobject 3.48.1-2
python-httplib2 0.22.0-4
python-idna 3.6-1
python-imagesize 1.4.1-4
python-inflect 7.2.0-1
python-installer 0.7.0-4
python-jaraco.context 4.3.0-3
python-jaraco.functools 4.0.0-1
python-jaraco.text 3.12.0-1
python-jinja 1:3.1.3-1
python-kiwisolver 1.4.5-2
python-lxml 5.1.0-1
python-markupsafe 2.1.5-1
python-matplotlib 3.8.3-2
python-moddb 0.10.0-1
python-more-itertools 10.2.0-1
python-numpy 1.26.4-1
python-ordered-set 4.1.0-4
python-packaging 23.2-1
python-pillow 10.3.0-1
python-pip 24.0-1
python-platformdirs 4.2.0-1
python-psutil 5.9.8-1
python-pycparser 2.22-1
python-pygdbmi 0.11.0.0-3
python-pygments 2.17.2-1
python-pyparsing 3.1.2-1
python-pyproject-hooks 1.0.0-5
python-pyrate-limiter 3.6.0-1
python-pyte 0.8.2-2
python-pytz 2024.1-1
python-requests 2.31.0-1
python-sentry_sdk 1.45.0-1
python-setuptools 1:69.0.3-4
python-six 1.16.0-8
python-snowballstemmer 2.2.0-5
python-soupsieve 2.5-1
python-sphinx 7.2.6-1
python-sphinx-alabaster-theme 0.7.16-1
python-sphinxcontrib-applehelp 1.0.8-1
python-sphinxcontrib-devhelp 1.0.6-1
python-sphinxcontrib-htmlhelp 2.0.5-1
python-sphinxcontrib-jsmath 1.0.1-15
python-sphinxcontrib-qthelp 1.0.7-1
python-sphinxcontrib-serializinghtml 1.1.10-1
python-tomli 2.0.1-3
python-toolz 0.12.1-1
python-tqdm 4.66.2-1
python-trove-classifiers 2024.3.25-1
python-typeguard 4.2.1-1
python-typing_extensions 4.10.0-1
python-urllib3 1.26.18-1
python-validate-pyproject 0.13-1
python-wcwidth 0.2.13-1
python-wheel 0.43.0-1
python-yaml 6.0.1-2
python2 2.7.18-10
python2-debug 2.7.18-10
qca-qt5 2.3.8-3
qca-qt6 2.3.8-3
qcoro-qt6 0.10.0-1
qemu-audio-alsa 8.2.2-2
qemu-audio-dbus 8.2.2-2
qemu-audio-jack 8.2.2-2
qemu-audio-oss 8.2.2-2
qemu-audio-pa 8.2.2-2
qemu-audio-pipewire 8.2.2-2
qemu-audio-sdl 8.2.2-2
qemu-audio-spice 8.2.2-2
qemu-base 8.2.2-2
qemu-block-curl 8.2.2-2
qemu-block-dmg 8.2.2-2
qemu-block-gluster 8.2.2-2
qemu-block-iscsi 8.2.2-2
qemu-block-nfs 8.2.2-2
qemu-block-ssh 8.2.2-2
qemu-chardev-baum 8.2.2-2
qemu-chardev-spice 8.2.2-2
qemu-common 8.2.2-2
qemu-desktop 8.2.2-2
qemu-docs 8.2.2-2
qemu-emulators-full 8.2.2-2
qemu-full 8.2.2-2
qemu-hw-display-qxl 8.2.2-2
qemu-hw-display-virtio-gpu 8.2.2-2
qemu-hw-display-virtio-gpu-gl 8.2.2-2
qemu-hw-display-virtio-gpu-pci 8.2.2-2
qemu-hw-display-virtio-gpu-pci-gl 8.2.2-2
qemu-hw-display-virtio-vga 8.2.2-2
qemu-hw-display-virtio-vga-gl 8.2.2-2
qemu-hw-s390x-virtio-gpu-ccw 8.2.2-2
qemu-hw-usb-host 8.2.2-2
qemu-hw-usb-redirect 8.2.2-2
qemu-hw-usb-smartcard 8.2.2-2
qemu-img 8.2.2-2
qemu-pr-helper 8.2.2-2
qemu-system-aarch64 8.2.2-2
qemu-system-alpha 8.2.2-2
qemu-system-alpha-firmware 8.2.2-2
qemu-system-arm 8.2.2-2
qemu-system-arm-firmware 8.2.2-2
qemu-system-avr 8.2.2-2
qemu-system-cris 8.2.2-2
qemu-system-hppa 8.2.2-2
qemu-system-hppa-firmware 8.2.2-2
qemu-system-loongarch64 8.2.2-2
qemu-system-m68k 8.2.2-2
qemu-system-microblaze 8.2.2-2
qemu-system-microblaze-firmware 8.2.2-2
qemu-system-mips 8.2.2-2
qemu-system-nios2 8.2.2-2
qemu-system-or1k 8.2.2-2
qemu-system-ppc 8.2.2-2
qemu-system-ppc-firmware 8.2.2-2
qemu-system-riscv 8.2.2-2
qemu-system-riscv-firmware 8.2.2-2
qemu-system-rx 8.2.2-2
qemu-system-s390x 8.2.2-2
qemu-system-s390x-firmware 8.2.2-2
qemu-system-sh4 8.2.2-2
qemu-system-sparc 8.2.2-2
qemu-system-sparc-firmware 8.2.2-2
qemu-system-tricore 8.2.2-2
qemu-system-x86 8.2.2-2
qemu-system-x86-firmware 8.2.2-2
qemu-system-xtensa 8.2.2-2
qemu-tests 8.2.2-2
qemu-tools 8.2.2-2
qemu-ui-curses 8.2.2-2
qemu-ui-dbus 8.2.2-2
qemu-ui-egl-headless 8.2.2-2
qemu-ui-gtk 8.2.2-2
qemu-ui-opengl 8.2.2-2
qemu-ui-sdl 8.2.2-2
qemu-ui-spice-app 8.2.2-2
qemu-ui-spice-core 8.2.2-2
qemu-user 8.2.2-2
qemu-vhost-user-gpu 8.2.2-2
qhull 2020.2-4
qpdf 11.9.0-1
qqc2-breeze-style 6.0.4-1
qqc2-desktop-style 6.1.0-1
qrencode 4.1.1-2
qt5-base 5.15.13+kde+r145-1
qt5-declarative 5.15.13+kde+r30-1
qt5-location 5.15.13+kde+r6-1
qt5-multimedia 5.15.13+kde+r2-1
qt5-quickcontrols2 5.15.13+kde+r5-1
qt5-speech 5.15.13+kde+r1-1
qt5-svg 5.15.13+kde+r6-1
qt5-tools 5.15.13+kde+r4-1
qt5-translations 5.15.13-1
qt5-wayland 5.15.13+kde+r60-1
qt5-webchannel 5.15.13+kde+r3-1
qt5-webengine 5.15.16-6
qt5-websockets 5.15.13+kde+r2-1
qt5-x11extras 5.15.13-1
qt6-5compat 6.7.0-1
qt6-base 6.7.0-2
qt6-declarative 6.7.0-1
qt6-imageformats 6.7.0-1
qt6-multimedia 6.7.0-1
qt6-multimedia-ffmpeg 6.7.0-1
qt6-positioning 6.7.0-1
qt6-quick3d 6.7.0-1
qt6-quicktimeline 6.7.0-1
qt6-sensors 6.7.0-1
qt6-serialport 6.7.0-1
qt6-shadertools 6.7.0-1
qt6-speech 6.7.0-1
qt6-svg 6.7.0-1
qt6-tools 6.7.0-2
qt6-translations 6.7.0-1
qt6-virtualkeyboard 6.7.0-1
qt6-wayland 6.7.0-1
qt6-webchannel 6.7.0-1
qt6-webengine 6.7.0-1
qt6-websockets 6.7.0-1
qt6-webview 6.7.0-1
qtcreator 13.0.0-1
raptor 2.0.16-4
rav1e 0.7.1-1
re2 1:20240401-1
readline 8.2.010-1
recode 3.7.14-1
reiserfsprogs 3.6.27-4
rhash 1.4.4-1
ripgrep 14.1.0-1
rnnoise 1:0.2-1
rpcbind 1.2.6-4
rsync 3.3.0-1
rtkit 0.13-2
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 3.3.0-1
ruby 3.0.6-1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.6-1
ruby-bundler 2.5.4-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-digest 3.1.1-1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.7.1-1
ruby-logger 1.5.1-3
ruby-manpages 0.6.1-4
ruby-minitest 5.20.0-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-optimist 3.1.0-1
ruby-paint 2.3.0-2
ruby-power_assert 2.0.3-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.6-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.6-1
ruby-stringio 3.0.2-4
ruby-test-unit 3.6.1-1
ruby-time 0.2.0-4
ruby-tmpdir 0.1.2-3
ruby-uri 0.12.1-1
rubygems 3.3.25-1
rust 1:1.77.2-1
samba 4.20.0-2
sbc 2.0-1
schroedinger 1.0.11-6
scrcpy 2.4-1
sddm 0.21.0-4
sddm-kcm 6.0.4-1
sdl12-compat 1.2.68-1
sdl2 2.30.2-1
sdl2_image 2.8.2-4
sdl2_mixer 2.8.0-1
sdl2_ttf 2.22.0-1
sdl_image 1.2.12-8
sdl_mixer 1.2.12-12
sdl_net 1.2.8-5
sdl_sound 1.0.3-11
sdl_ttf 2.0.11-6
seabios 1.16.3-1
seatd 0.8.0-1
sed 4.9-3
semver 7.6.0-1
serd 0.32.2-1
shaderc 2023.8-1
shadow 4.15.1-2
shared-mime-info 2.4-1
signon-kwallet-extension 24.02.2-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-2
signond 8.61-3
slang 2.3.3-2
sleuthkit 4.12.1-1
smartmontools 7.4-1
smbclient 4.20.0-2
snappy 1.1.10-1
socat 1.8.0.0-1
sof-firmware 2024.03-1
solid 6.1.0-2
solid5 5.115.0-1
sonnet 6.1.0-1
sonnet5 5.115.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.3-1
source-highlight 3.1.9-11
spandsp 0.0.6-5
spectacle 24.02.2-1
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.2-1
spice-gtk 0.42-3
spice-protocol 0.14.4-1
spirv-tools 2023.6-1
sqlite 3.45.3-1
squashfs-tools 4.6.1-1
sratom 0.6.16-1
srt 1.5.3-1
steam 1.0.0.79-1
steam-native-runtime 1.0.0.75-3
strace 6.8-1
sudo 1.9.15.p5-1
supermin 5.3.2-1
svt-av1 2.0.0-1
svt-hevc 1.5.1-3
syndication 6.1.0-1
syntax-highlighting 6.1.0-1
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-4
systemd 255.4-2
systemd-libs 255.4-2
systemd-sysvcompat 255.4-2
systemsettings 6.0.4-1
taglib 2.0.1-1
talloc 2.4.2-1
tar 1.35-2
tcl 8.6.14-3
tdb 1.4.10-2
telegram-desktop 4.16.8-1
termius 8.11.0-1
termius-debug 8.11.0-1
tevent 1:0.16.1-2
texinfo 7.1-2
texlive-basic 2024.2-1
texlive-bin 2024.2-1
texlive-latex 2024.2-1
texlive-latexextra 2024.2-1
texlive-latexrecommended 2024.2-1
texlive-pictures 2024.2-1
the-honkers-railway-launcher-bin 1.5.4-2
the-honkers-railway-launcher-bin-debug 1.5.4-2
thefuck 3.32-7
thin-provisioning-tools 1.0.12-1
thunderbird 115.10.1-1
tk 8.6.14-2
tpm2-tss 4.0.1-1
tracker3 3.7.1-2
tree 2.1.1-1
tslib 1.23-1
ttf-0xproto-nerd 3.2.1-1
ttf-3270-nerd 3.2.1-1
ttf-agave-nerd 3.2.1-1
ttf-anonymouspro-nerd 3.2.1-1
ttf-arimo-nerd 3.2.1-1
ttf-bigblueterminal-nerd 3.2.1-1
ttf-bitstream-vera-mono-nerd 3.2.1-1
ttf-cascadia-code-nerd 3.2.1-1
ttf-cascadia-mono-nerd 3.2.1-1
ttf-cousine-nerd 3.2.1-1
ttf-d2coding-nerd 3.2.1-1
ttf-daddytime-mono-nerd 3.2.1-1
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-dejavu-nerd 3.2.1-1
ttf-envycoder-nerd 3.2.1-1
ttf-fantasque-nerd 3.2.1-1
ttf-firacode-nerd 3.2.1-1
ttf-go-nerd 3.2.1-1
ttf-hack 3.003-6
ttf-hack-nerd 3.2.1-1
ttf-heavydata-nerd 3.2.1-1
ttf-iawriter-nerd 3.2.1-1
ttf-ibmplex-mono-nerd 3.2.1-1
ttf-inconsolata-go-nerd 3.2.1-1
ttf-inconsolata-lgc-nerd 3.2.1-1
ttf-inconsolata-nerd 3.2.1-1
ttf-intone-nerd 3.2.1-1
ttf-iosevka-nerd 3.2.1-1
ttf-iosevkaterm-nerd 3.2.1-1
ttf-jetbrains-mono-nerd 3.2.1-1
ttf-joypixels 8.0.0-1
ttf-lekton-nerd 3.2.1-1
ttf-liberation-mono-nerd 3.2.1-1
ttf-lilex-nerd 3.2.1-1
ttf-martian-mono-nerd 3.2.1-1
ttf-meslo-nerd 3.2.1-1
ttf-monofur-nerd 3.2.1-1
ttf-monoid-nerd 3.2.1-1
ttf-mononoki-nerd 3.2.1-1
ttf-mplus-nerd 3.2.1-1
ttf-nerd-fonts-symbols 3.2.1-1
ttf-nerd-fonts-symbols-common 3.2.1-1
ttf-nerd-fonts-symbols-mono 3.2.1-1
ttf-noto-nerd 3.2.1-1
ttf-profont-nerd 3.2.1-1
ttf-proggyclean-nerd 3.2.1-1
ttf-roboto-mono-nerd 3.2.1-1
ttf-sharetech-mono-nerd 3.2.1-1
ttf-sourcecodepro-nerd 3.2.1-1
ttf-space-mono-nerd 3.2.1-1
ttf-terminus-nerd 3.2.1-1
ttf-tinos-nerd 3.2.1-1
ttf-ubuntu-mono-nerd 3.2.1-1
ttf-ubuntu-nerd 3.2.1-1
ttf-victor-mono-nerd 3.2.1-1
twolame 0.4.0-3
tzdata 2024a-1
uchardet 0.0.8-2
udisks2 2.10.1-4
unarchiver 1.10.8-1
unrar 1:7.0.7-1
unzip 6.0-20
upd72020x-fw 1:1.0.0-2
upower 1.90.4-1
usbmuxd 1.1.1-3
usbredir 0.13.0-1
usbutils 017-1
util-linux 2.40-2
util-linux-libs 2.40-2
v4l-utils 1.26.1-1
v4l2loopback-dkms 0.13.1-1
vapoursynth R66-1
vde2 2.3.3-5
vid.stab 1.1.1-1
vim 9.1.0346-1
vim-runtime 9.1.0346-1
virglrenderer 0.10.4-1
virt-install 4.1.0-2
virt-manager 4.1.0-2
virt-viewer 11.0-2
virtiofsd 1.10.1-1
visual-studio-code-bin 1.88.1-1
visual-studio-code-bin-debug 1.88.1-1
vivaldi 6.6.3271.61-1
vlc 3.0.20-8
vmaf 3.0.0-1
vmware-keymaps 1.0-3
vmware-workstation 17.5.1-2
volume_key 0.3.12-8
vte-common 0.76.1-1
vte3 0.76.1-1
vulkan-headers 1:1.3.279-1
vulkan-icd-loader 1.3.279-1
vulkan-intel 1:24.0.5-1
vulkan-tools 1.3.269-1
wavpack 5.7.0-1
waydroid 1.4.2-1
wayland 1.22.0-1
wayland-utils 1.2.0-1
wd719x-firmware 1-7
webkit2gtk-4.1 2.44.1-1
webrtc-audio-processing-1 1.3-2
weston 13.0.0-2
wget 1.24.5-1
which 2.21-6
wildmidi 0.4.6-1
wine-staging 9.7-1
winetricks 20240105-1
wireplumber 0.5.2-1
wireshark-cli 4.2.4-2
wireshark-qt 4.2.4-2
wlroots 0.17.2-1
woff2 1.0.2-4
wolfssl 5.7.0-1
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wqy-microhei 0.2.0_beta-11
x264 3:0.164.r3108.31e19f9-1
x265 3.5-3
xbitmaps 1.1.3-1
xcb-proto 1.17.0-1
xcb-util 0.4.1-1
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xdelta3 3.1.0-4
xdg-dbus-proxy 0.1.5-1
xdg-desktop-portal 1.18.4-1
xdg-desktop-portal-kde 6.0.4-1
xdg-user-dirs 0.18-1
xdg-utils 1.2.1-1
xf86-input-libinput 1.4.0-1
xf86-video-vesa 2.6.0-2
xfsprogs 6.7.0-1
xkeyboard-config 2.41-1
xorg-bdftopcf 1.1.1-1
xorg-docs 1.7.3-2
xorg-font-util 1.4.1-1
xorg-fonts-100dpi 1.0.4-2
xorg-fonts-75dpi 1.0.4-1
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.13-1
xorg-server-common 21.1.13-1
xorg-server-devel 21.1.13-1
xorg-server-xephyr 21.1.13-1
xorg-server-xnest 21.1.13-1
xorg-server-xvfb 21.1.13-1
xorg-sessreg 1.1.3-1
xorg-setxkbmap 1.3.4-1
xorg-smproxy 1.0.7-1
xorg-util-macros 1.20.1-1
xorg-x11perf 1.6.2-1
xorg-xauth 1.1.3-1
xorg-xbacklight 1.2.3-3
xorg-xcmsdb 1.0.6-1
xorg-xcursorgen 1.0.8-1
xorg-xdpyinfo 1.3.4-1
xorg-xdriinfo 1.0.7-1
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-1
xorg-xhost 1.0.9-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.5-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-1
xorg-xlsatoms 1.1.4-1
xorg-xlsclients 1.1.5-1
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-1
xorg-xpr 1.2.0-1
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xvinfo 1.1.5-1
xorg-xwayland 23.2.6-1
xorg-xwd 1.0.9-1
xorg-xwininfo 1.1.6-1
xorg-xwud 1.0.6-1
xorgproto 2024.1-2
xsettingsd 1.0.2-1
xterm 390-1
xvidcore 1.3.7-2
xxhash 0.8.2-1
xz 5.6.1-3
yajl 2.1.0-6
yaml-cpp 0.8.0-1
yara 4.5.0-1
yarn 1.22.22-1
yasm 1.3.0-6
yay 12.3.5-1
yay-debug 12.3.5-1
zbar 0.23.90-3
zenity 4.0.1-1
zeromq 4.3.5-2
zimg 3.0.5-1
zix 0.4.2-2
zlib 1:1.3.1-1
zsh 5.9-5
zstd 1.5.5-1
zvbi 0.2.42-1
zxing-cpp 2.2.1-1
zziplib 0.13.74-1
